,Image,Accuracy,F1,Jaccard,Recall,Precision
0,adult-baby-background-bump-41286_0,0.977405548095703,0.982527353556331,0.965654808500768,0.988261824224082,0.976859048434686
1,adult-caucasian-child-daughter-41316_0,0.983078002929688,0.988819155639571,0.977885569287064,0.982829284912618,0.994882484809754
2,aircraft-women-fashion-pilot-48797_0,0.986316680908203,0.99148480582651,0.983113404294383,0.990964913113214,0.992005244331704
3,american-football-football-football-player-quarterback-159819_0,0.976207733154297,0.96303189440055,0.928699628465276,0.975152446343688,0.951208945612084
4,american-football-referees-american-football-football-referees-decision-making-163454_0,0.975193023681641,0.979694813325298,0.960197817398383,0.976465974941025,0.982945075876242
5,baby-boy-child-cuddle-40975_0,0.995906829833984,0.997581911889647,0.995175489869878,0.99833560364814,0.996829357269284
6,baby-child-cute-doll-41307_0,0.897792816162109,0.903377269694729,0.823781273841783,0.994379123365539,0.82763519585558
7,ball-bauble-christmas-decoration-41516_0,0.9921875,0.99428698951127,0.988638885190609,0.994581080100677,0.993993072791464
8,ballerina-in-the-city-girl-beautiful-cute-161000_0,0.987728118896484,0.934476648267715,0.877011889742708,0.942210539286154,0.926868686868687
9,baseball-player-running-sport-163209_0,0.996009826660156,0.993337324993312,0.986762844849405,0.992793481028775,0.993881765110766
10,bass-guitar-musician-instrument-guitarist-159260_0,0.935325622558594,0.924907208093049,0.860304538413368,0.964063452198482,0.888807545627894
11,beautiful-cute-dress-eyes-41537_0,0.992671966552734,0.994982958774599,0.99001600765041,0.992083621951283,0.997899291731277
12,beautiful-face-female-girl-41533_0,0.994579315185547,0.995722726739128,0.991481887771923,0.99595955946553,0.995486006620524
13,beautiful-woman-picnic-spring-vintage-val_0,0.983081817626953,0.984099554357296,0.968696842863092,0.997267838976893,0.971274495233647
14,beverage-diet-drink-female-41556_0,0.892543792724609,0.883790774714417,0.791778776499808,0.796411815876934,0.992706344646068
15,black-and-white-silhouette-girl-playful-463193_0,0.995861053466797,0.987088098439861,0.974505380891959,0.987240829346092,0.986935414782733
16,black-white-bw-nature-dress-157915_0,0.991313934326172,0.990844427646049,0.98185498330531,0.993052533165691,0.988646120022146
17,box-christmas-claus-cute-41940_0,0.988121032714844,0.989376872010753,0.978977073262942,0.990356640395569,0.988399040296636
18,boy-child-fun-beach_0,0.978260040283203,0.981359308407119,0.963400850276789,0.980778660390311,0.981940644350478
19,boy-child-sad-alone-158305_0,0.977012634277344,0.97573663823996,0.952622806465815,0.97251785857613,0.978976795294422
20,brunette-cute-fashion-female-41366_0,0.994773864746094,0.996367743440728,0.992761777960935,0.999027040821752,0.993722565973875
21,building-joy-planning-plans_0,0.994884490966797,0.981866861384934,0.964379631843175,0.997609430384964,0.966613418530351
22,call-calling-cell-cellphone-41515_0,0.980945587158203,0.989095100763889,0.978425469607771,0.994979597752898,0.983279798593628
23,child-girl-read-learn-159543_0,0.971458435058594,0.96740465797109,0.936867152693398,0.962749076530878,0.972105484345451
24,cold-person-woman-water_0,0.454586029052734,0,0,0,0
25,cute-dive-fun-goggles-41517_0,0.989486694335938,0.99090561106638,0.981975147155003,0.992038269165967,0.989775536438248
26,desk-office-workspace-coworking_0,0.910011291503906,0.921287954621288,0.854062915648489,0.862493362071658,0.98868478533319
27,dirt-bike-motorcycle-exhaust-67557_0,0.989215850830078,0.932327947336924,0.873234384108336,0.906737440052149,0.959404867474628
28,dog-dog-advisor-non-fiction-cocktail_0,0.991691589355469,0.981438238251888,0.963552997088256,0.976528051014178,0.986398053928119
29,dots-dotted-color-cute-41512_0,0.972965240478516,0.967966479386359,0.937921550077959,0.950712979241028,0.985857786043771
30,fashion-woman-model-portrait_0,0.992733001708984,0.995585137324246,0.991209085329555,0.994260215889944,0.996913594571639
31,food-man-person-eating_0,0.906124114990234,0.935208612523334,0.87830219470462,0.882000933623353,0.995248048505769
32,football-american-football-game-sport-163294_0,0.968051910400391,0.96958781043129,0.94097082725421,0.966992850986158,0.972196734681988
33,football-american-football-quarterback-runner-163439_0,0.98944091796875,0.990903235135597,0.981970480570066,0.992717167992414,0.989095919170712
34,football-american-football-referee-referee-football-official-163039_0,0.993843078613281,0.996177293978883,0.992383702822843,0.994415573975913,0.997945267233893
35,girl-bicycle-garden-people-630770_0,0.990833282470703,0.979828589176439,0.960454859625448,0.972651823211786,0.987112050739957
36,girl-blonde-wreath-water-160526_0,0.990959167480469,0.981010832638934,0.962729402884147,0.992188133093467,0.970082558194812
37,girl-cascada-water-waves-160588_0,0.992351531982422,0.985476592323238,0.971369004269659,0.980568529089546,0.990434035613925
38,girl-cat-kitten-fashion_0,0.995994567871094,0.99612188365651,0.992273730684327,0.995673233113795,0.996570938705529
39,girl-dance-dress-flowers-163508_0,0.976947784423828,0.963962620835247,0.930432279974673,0.937871333085778,0.991547153144974
40,girl-forest-nature-stroll-160627_0,0.995628356933594,0.995871043984551,0.991776044320376,0.997373111924195,0.994373493542469
41,girl-in-leather-jacket-beautiful-hair-model-160974_0,0.996589660644531,0.992562519758407,0.985234854991081,0.992975564285239,0.992149818714034
42,girl-model-blonde-slav-157666_0,0.993213653564453,0.989594361419004,0.979403047283842,0.998418449844796,0.980924882302465
43,girl-park-woman-greens-157854_0,0.985031127929688,0.966025974025974,0.934284565916399,0.982667512153879,0.94993870044953
44,girl-peasant-woman-tradition-water-158007_0,0.988849639892578,0.98931780889001,0.978861424087707,0.999992612074825,0.978868503077157
45,girl-portrait-face-woman-122426_0,0.985935211181641,0.991490903552034,0.983125394747682,0.984892389799268,0.998178430197166
46,girl-rustic-grass-meadow-89779_0,0.795295715332031,0.861737212585928,0.757063502483148,0.781460141219573,0.960395812155775
47,girl-sunset-lake-water-160534_0,0.992431640625,0.991692418494418,0.98352173154708,0.992091219074907,0.991293938404614
48,girl-water-wet-summer-122436_0,0.998626708984375,0.988114889402443,0.976508972267537,0.979128500392567,0.997267759562842
49,girl-wild-water-rock-160440_0,0.988815307617188,0.974153281969005,0.949609005757498,0.989665054630127,0.959120261074851
50,girl-woman-portrait-young-115015_0,0.999408721923828,0.999703441797104,0.999407059435597,0.999575306563618,0.99983160988603
51,girl-young-blue-eyes-eyes-39295_0,0.994575500488281,0.991045340050378,0.982249628640261,0.993334764002676,0.988766445095058
52,girls-children-kids-friends-50581_0,0.975234985351562,0.978315619300836,0.957551703620397,0.989968296029906,0.966934072826912
53,girls-women-happy-sexy-53364_0,0.986698150634766,0.974540569350846,0.950345318618726,0.99472366302987,0.955160223841079
54,glamour-style-hat-woman-37649_0,0.981643676757812,0.984814057411194,0.97008244115343,0.981895070701731,0.987750451049283
55,hammer-throw-athlete-track-and-field-training-37636_0,0.996376037597656,0.994000858824421,0.988073267799079,0.997983819837184,0.990049563489068
56,hanging-out-trainer-young-79990_fk4fhyJJPf_0,0.982124328613281,0.961408594534943,0.925685105303223,0.984117885082277,0.939723733779824
